id,book_title,genre
7bce7759-897b-4d42-9a18-28f739106c1c,Take the Money and Run,Comedy|Crime
e0a2adfb-eacc-42ac-a082-a5899d7dcf0f,Hot Pepper,Documentary|Musical
bf55c497-304c-417a-aea0-bafc7106739f,Mannequin,Comedy|Romance
bf362eb5-b069-4051-9c5d-f7b0bc9dba1f,Merlusse,Comedy|Drama
e039f861-a09f-4413-a1f9-052288e65582,Pictures of the Old World (Obrazy starého sveta),Documentary
ade97f5b-2041-4ba0-a355-c5aa83519a8a,"My Wife, A Body to Love",(no genres listed)
1b3286dc-f543-4942-ba47-f34e2ed83ab7,The Little Matchgirl,Animation
f5ea386e-b9a8-4015-928f-97475b2090f1,"Cadaver Christmas, A",Comedy|Horror
4b405ae9-e1ef-496c-91c5-bc0a2fd36f8d,"Eye of Vichy, The (Oeil de Vichy, L')",Documentary
cac6d9d5-7bbd-4a3d-8b30-1f3094deab5c,Pearls and Pigs (Helmiä ja sikoja),Comedy
6db8d8a5-f9ca-4bea-a24f-2ac349a14fe1,"Quiet American, The",Drama|Romance|Thriller|War
51d37a3e-33b2-47fb-bf26-85c31df34929,French Kiss,Action|Comedy|Romance
f13f4490-3a68-454a-a9f5-2dcb15967e5b,Grateful Dead,Documentary
152f74a3-7dc6-4f27-af68-edc6db69a5a3,Original Sin,Drama|Romance|Thriller
a68d4f50-dd71-4a34-817f-fb59c2d9f399,San Quentin,Drama
8f2381c3-3417-46f1-a5cc-2f204c6ee7e0,The Left Handed Gun,Crime|Drama|Western
c27e0fc2-f060-4c7a-9b04-051727fd8f4b,"Message to Garcia, A",Drama|Romance
60240c70-068c-4314-a90e-580c4e54877a,Lady on a Train,Comedy|Crime|Film-Noir|Mystery|Romance|Thriller
3c314a46-d447-4d7e-900e-b8fea667e7c3,Maniac,Horror
9967bd51-e9c3-44d6-beee-3cc592fdd99b,The First Men in the Moon,Sci-Fi
884d18e2-f019-403f-b5b0-b451eb6d4bce,Donner Pass,Horror
81cbc01e-a3b1-47db-a129-c9fb87e1d90b,Point Blank (À bout portant),Action|Crime|Thriller
26718398-21b2-4fa7-842a-649bb041592c,"Rains Came, The",Adventure|Drama|Romance
63fe873c-fc5c-42f8-88d3-93c80c4cd6e9,Caesar and Cleopatra,Comedy|Drama|War
8ffac9f5-0406-45c9-a42f-566f797a17ad,And Your Mother Too (Y tu mamá también),Drama|Romance
8d9bce54-3ca0-48b3-9104-a4e782a89d84,3 Ninjas,Action|Children|Comedy
839627cf-c7d6-4bef-be6f-df6cf28c2851,The Bone Snatcher,Horror|Sci-Fi
cc30f566-7d28-486c-8f1a-b926307c7b29,I Heart Huckabees,Comedy
7d503952-f969-418b-8fdf-315089bb1fac,"Girl in the Red Velvet Swing, The",Crime|Drama|Romance
818de9fc-84f3-41cc-a4d2-e9bb121c2481,"One Potato, Two Potato",Drama
d43b4114-8896-48bb-b589-99e496c12d19,Sleepless Night (Nuit blanche),Action|Crime|Thriller
d450822a-963d-49d7-8550-f1b6e57bafd7,Paheli,Drama|Fantasy|Musical|Romance
0a619161-8342-47a1-80de-98c08c9cb807,"District, The (Nyócker!)",Animation|Comedy
e9ec0b27-9a59-4986-ae36-12004c559304,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),Drama
6cf260ab-0c41-4b51-b872-3eac265ec1bc,Manhattan Melodrama,Crime|Drama|Romance
f7d3a3c1-1e9e-497c-96c1-71d5b709c885,Some Girls,Comedy|Drama|Romance
9ceeda63-6e4c-47e9-8f38-04d7a9d1a14d,Mág,Drama
bd2ac644-c8b2-4e85-a768-679659abfe8a,Dr. Otto and the Riddle of the Gloom Beam,Comedy
515a8a37-ed19-4d7d-9bd3-f00d2b7d32f0,In the Folds of the Flesh,Drama|Horror|Thriller
bad1e6f1-ea9f-43c9-be71-febd1e5df24e,"Ivan the Terrible, Part One (Ivan Groznyy I)",Drama
26432c6b-9768-4ee3-b269-d5d6d24a194d,Blood Shot,Action|Comedy|Horror
115412f8-9003-4d6e-b661-4699a33af0f5,Race,Action|Comedy
0a2fd1d4-6645-40fb-9c27-348ec69607e5,Our Life (La nostra vita),Drama
c107bc4d-a63b-4303-92e2-ffa1f7a218c6,Remo Williams: The Adventure Begins,Action|Comedy|Crime|Thriller
d2f6d92b-21c4-4685-8a55-db857d32d0f3,Sholay,Action|Adventure|Comedy|Musical|Romance|Thriller
5f5c0812-4f8c-4e6b-8585-8bf32bb0ded0,"Quiet American, The",Drama|Romance|Thriller|War
08d30641-aed9-4630-b4d0-3eb2f8d87acc,You're Not You,Drama
8ccd5481-776d-4cf2-b44e-ae1e0db2da31,"Heartbeat Detector (Question humaine, La)",Drama|Thriller
29c41d23-9187-460f-84b8-7bc4568d8dd1,Berserk: The Golden Age Arc 3 - Descent,Action|Animation|Fantasy
f917e064-3b3a-4e5e-b1f9-a96dc0e382de,"Suburbans, The",Drama
87a1e64b-07df-4fca-96b7-9ef1258cca16,Alien Trespass,Comedy|Sci-Fi
6afd3062-8113-4358-acde-86d7ae8036c1,Taxi,Action|Comedy
f2044b77-c54a-48b7-bdb0-a9021788c17c,"It's Me, It's Me (Ore Ore)",Comedy|Drama|Sci-Fi
a41dd297-d5f9-49c0-b1dc-b0a2e26c554d,Levitated Mass,Documentary
ce294b6f-c7d2-4f5c-a238-6277a186596b,Waterboys,Comedy
3073cde7-8879-4c48-83fb-0c35920ab2b0,California Dreamin' (Nesfarsit),Comedy|Drama|War
a6a88301-0c91-412f-ac4a-f7d57b1aa7be,BloodRayne: Deliverance (BloodRayne II: Deliverance),Action|Fantasy|Western
dd9d7634-1941-4145-a322-499a60119cca,Meet Me at the Fair,Musical
a277a333-73b6-46f4-9fd4-74a81165cdc6,Cinderella,Children|Fantasy|Musical|Romance
4ebcc3ee-b28a-4ce4-8001-76d91dc01b30,King of Germany,Comedy
73bb7e11-685d-4e55-ae5a-8d8a7e9384ef,Cialo,Comedy|Crime
9be3c2a1-d25a-478a-be9e-8152774f4f8f,"Barbary Coast Gent (Gold Town) (Honest Thief, The)",Comedy|Western
bd9c324b-7bea-4f78-8fdb-c409cec6ec2a,Real Men,Comedy|Sci-Fi
4e990280-4118-4da2-94a8-324ae8397817,"Burglars, The (Le casse)",Action|Crime|Thriller
2cc44192-02a1-472e-b9b9-865dda6345c6,Hart's War,Drama|War
f293b6c6-ce7d-425a-ac60-f001574383b8,"Auntie from Chicago, The (I theia apo to Chicago)",Comedy|Romance
ea3232b7-e6e3-4839-94b6-6150ef7bd854,"Aviator, The",Adventure
29a50363-67c7-412d-a8bd-f22f5ff197b8,"Happy Ending, The",Drama
8c7c500b-c614-4bd4-a31c-d104e23bea22,8 Mile,Drama
5af334c1-e4ba-4515-8d48-e4cd9f1e3cfc,Curse of the Pink Panther,Comedy|Crime|Mystery
823cebcb-d303-46a7-904e-26433289bf73,Cotton Comes to Harlem,Action|Comedy
6c1aa172-e942-4a87-883d-d74bddbd5b4b,"Wog Boy, The",Comedy
bb6b73cb-2ad8-4e64-8637-0505b492f6e0,Mad Dog Time,Crime
badf662e-1b90-48ca-a8c2-8c2f8f519ebf,Tooth Fairy 2,Children|Comedy
ca459852-f219-4f98-bca5-5b3e0df9e488,I'm Starting From Three (Ricomincio da Tre),Comedy
ae257236-3eca-48ce-9fce-b1154f885f34,Trapped in Paradise,Comedy|Crime
729c7a26-78a9-4dbc-bc1f-00c3187f51c2,Paparazzi,Drama|Thriller
765976d9-d446-43d3-a65f-5e7e9f83c7be,Down by Law,Comedy|Drama|Film-Noir
d538408d-e375-454a-b524-991142d53951,"Water Horse: Legend of the Deep, The",Adventure|Children|Fantasy
42125aea-56ef-44f9-aa9e-a9defb0a9ffe,Dracula's Daughter,Drama|Horror
f684279c-3372-4546-80a6-14e2ec6c6a95,Enron: The Smartest Guys in the Room,Documentary
9f142b6d-8c5c-44e5-8f0f-57656f3ab686,Son of Paleface,Action|Comedy|Romance|Western
bd73e860-7d68-45f5-9d90-2bafd368b1e2,Irresistible,Drama|Thriller
fafaba64-f69f-4253-86fa-61d98f64657a,What's Your Number?,Comedy|Romance
d2c5cc87-5692-4cf0-beda-d32c608cc6de,'Salem's Lot,Drama|Horror|Mystery|Thriller
8bf8f09d-296f-4a48-b43e-5f28cb6dfd05,"Jackal, The",Action|Thriller
dc2fa4c2-4a4c-4c30-809d-335a0512f473,Yanco ,Drama
9e3bbed3-bd4b-4ef4-9490-64fc05b68d10,"Children of Huang Shi, The",Drama|War
b9b76494-2221-40bf-84f2-a0fe651d850e,Murder Party,Comedy|Drama|Horror|Thriller
06013b25-0559-4f37-96a1-327a424eb598,Kevin Smith: Too Fat For 40,Comedy
c7ad9025-fbba-4db1-861b-8905aa7d907d,Hot Coffee,Documentary
3da80755-c183-48f7-8429-8e8aaa32b375,Panic in Year Zero!,Horror|Sci-Fi|Thriller
d15b9998-44d9-47ae-94e4-a5e33e291b80,Men to Kiss,Comedy|Romance
243d6151-ed48-49a5-b90d-ea04b5224ac4,"Inkwell, The",Comedy|Drama
cf0f4fad-9257-4ee5-b270-7cb118590199,Return,Drama
71048575-0dd8-4c91-8d8a-63f5d188e8e0,Raiders From Beneath the Sea,Crime|Drama
2cb035f6-a4e2-437f-bcfb-d4c91d41fd7a,"Crazies, The (a.k.a. Code Name: Trixie)",Action|Drama|Horror|Sci-Fi|Thriller
baec633b-5f05-4f48-b871-b8b2f56d8971,"Signal, The",Sci-Fi|Thriller
2e823ada-57ed-47f5-857a-119f88ad3859,Flight of the Navigator,Adventure|Children|Sci-Fi
ea3b1da2-dcdf-4eaa-a7c5-e764dbfd1701,"Wonderful Ice Cream Suit, The",Children|Comedy|Fantasy
604a71dd-db22-47eb-8d83-f98cdcb90041,Nancy Drew: Detective,Comedy|Mystery
60cf7890-6947-4b7b-90ea-e2597039156f,"Scalphunters, The",Comedy|Western
718c8d2f-669a-4fb8-8428-42da52a055ab,5x2,Drama|Romance
fbf03392-0655-4c1e-8c49-a7e53fec1d2d,Intimate Strangers (Confidences trop intimes),Drama
22810a7f-c5b6-4e6d-9fb0-e8a94da02093,12 Years a Slave,Drama
155fb4a7-5162-4798-9463-6d6488e54941,"Guest, The",Thriller
e3082a45-2415-4b19-99bd-447d52cb9751,Werewolves on Wheels,Horror
6b46bf1f-a2f9-4879-b087-acd6ff3a4440,"Tree Grows in Brooklyn, A",Drama
40ae7a97-1b04-4563-8ad5-6dfc8ea8be6a,Brewster McCloud,Comedy
f6ce8764-5991-41aa-ac3d-4479b19d8fbe,28 Up,Documentary
0e597e67-4e91-47af-b65b-d09028e66671,"Twilight Saga: Breaking Dawn - Part 2, The",Adventure|Drama|Fantasy|Romance|IMAX
018ab99d-5859-4c80-ba6e-a20ca39eb851,"Exploding Girl, The",Drama
b3291df0-5d65-446a-9f02-b4bbe817f054,Winter of Discontent,Drama
079ca92b-9d13-44bb-97c8-f0850781e5d9,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy|Drama
34af5300-27b9-4cfe-aede-dfcac791ed29,Dad Savage,Crime|Thriller
7d76a0e3-1410-4d46-a1ae-3a8529dbf56e,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),Animation|Drama|Sci-Fi|War
22248b52-6c5c-4187-814d-17e67200026a,Strange Brew,Comedy
cf75182b-0b7d-4bf7-b9b3-c555c7655eca,"Thing with Two Heads, The",Comedy|Horror|Sci-Fi
428f4519-8717-4808-baeb-4124ce576a3c,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),Action|Adventure|Animation|Drama
d6a697b6-104c-469e-a77f-9f6260641bd7,No Place to Hide,Thriller
c3ed7186-2227-4101-a062-8179b8b56a16,Carry on Spying (Agent Oooh!),Comedy
d58548e6-b307-4c72-ad64-b8860f966207,"Arise, My Love",Comedy|Drama|Romance
5519de3e-b3d1-429e-9752-6614481059e2,All Cheerleaders Die,Comedy|Horror|Thriller
c8021d5c-327c-4ee1-9279-6aefe9d2e267,Marley & Me,Comedy|Drama
20f1fca9-6fb5-4f18-a42f-ca61b06f6a88,Desperate Hours,Crime|Drama|Thriller
a68970bb-d53d-4a83-9598-41cb957a045e,Late Marriage (Hatuna Meuheret),Comedy|Drama|Romance
3b4f04c0-f0c3-44e4-844d-ea7fa67a6f31,Who'll Stop the Rain,Crime|Drama
79caa925-2727-4a1b-83fd-1c3e758376e1,Death Race 2000,Action|Sci-Fi
9abbf561-ef6a-420f-b3d0-f217325620af,"We and the I, The",Drama
4d0ae371-3d9e-46d9-98b9-cd82195837de,Rollerball,Action|Drama|Sci-Fi
bd856287-4c4a-4942-8ca5-e6e691c34dfe,I'll Cry Tomorrow,Drama
0c7de754-02ca-4c4c-940a-da60954e62c5,Dangerous Game,Drama
aa2b8ece-d29f-4670-a6a9-6f34bc8507b8,Nine Miles Down,Horror|Mystery|Thriller
0aae9e49-eed9-479c-87af-19eb00595208,Crime on the Highway,Comedy|Crime
5d2f0554-0fdd-4397-99db-7c60dbba6c6c,Moon Child,Action|Drama|Sci-Fi
ab1475bb-2901-4163-ab13-282012d9f78d,Earth,Documentary
881950f7-27e2-4b77-ba61-bd968ff36066,Beyond the Gates of Splendor,Documentary
3b04f23f-84a9-4c59-be85-0df8476f26a8,Tube Tales,Drama
7cd87a38-7434-4af2-843a-65fe70ca025d,Halo 4: Forward Unto Dawn,Action|Sci-Fi|Thriller
6548c518-649f-4691-85a8-f9ff74fdc5a4,A Patriotic Man,Comedy|Drama
f9d61822-9df7-4431-8c26-f8490e190adf,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)",Action|Crime
a2588373-b76b-4120-b76a-0da9e308e30b,"Girl Said No, The",Comedy|Romance
9ccb73c9-9b0e-47a4-af11-1d0db0d09e6a,Escape from Dartmoor,Crime|Drama
da14b3a7-decd-40ec-a3b8-b11141513644,"Shanghai Gesture, The",Drama|Film-Noir
19117454-a05b-40da-904f-cbdf332f3af8,"Big Bounce, The",Comedy|Crime|Thriller
855ce02b-43ef-40c2-a4a7-d98ab3f7d0f9,"Private Function, A",Comedy
0f899fa6-3f19-4887-977e-e340a0422b90,12 Angry Men,Drama
eaf78034-f134-4ee5-9089-2c1c04cf3853,"Strangers, The",Horror|Thriller
e6873436-e36a-4033-8bec-9ed72bf6c033,King Kong,Action|Adventure|Drama|Fantasy|Thriller
a425a6ed-6578-4fe5-a77c-f1fab123c3cf,Cult of the Cobra,Horror
60d98c08-6f36-4a07-8070-0f7ffe127ddf,Joe Somebody,Comedy|Drama|Romance
845cc257-a7ed-43a0-a286-ed6d0f5a6a6b,"Time Machine, The",Action|Adventure|Sci-Fi
f637b78a-1546-4527-95dd-2771279fb1e1,Rookie of the Year,Comedy|Fantasy
8b0b8373-d14c-411b-ba16-41cf845ec36b,"Soldier's Story, A",Drama
c38c861c-5427-494c-a518-e97134cfa699,Russia 88,Drama
7ed09d2f-a2a0-4a11-906c-a34d939a43bf,Favela Rising,Documentary
9fd6159a-a4fc-4b2f-b9b9-920770f8eaeb,(Untitled),Comedy|Drama
75516618-2b64-4449-8907-5f3904a92b08,Trekkies 2,Documentary|Sci-Fi
1b89d02a-2876-42bf-8ac7-649e63ddce0f,One Nite In Mongkok (Wong gok hak yau),Action|Crime|Drama
8514f823-cda9-486b-b5c7-44020d7cbbb9,Boom Town,Adventure|Drama|Romance
578eb3bd-9458-44c8-bcd5-6edb6c48a6f2,You're Telling Me!,Comedy
e7337933-b441-488e-a3f0-24ca590b7d7d,Weeds,Drama
987b867d-d06d-45b1-8f7e-0f89416a7dee,"Red Dwarf, The (Nain rouge, Le)",Comedy|Drama
849876d9-eeb6-4dfa-af8b-55837fb541ee,Monday Morning (Lundi matin),Comedy|Drama|Romance
2dbee0b9-b20e-459b-a850-260c8c589104,"Aviator, The",Drama
56636fe4-7035-4886-b853-03296c8662bc,"Californie, La",Drama
5c210b2c-f069-47a9-8844-23feaa5df344,"War at Home, The",Drama
c992967a-99c8-47a8-b448-87a66d6d575e,Love Me No More (Deux jours à tuer),Drama|Romance
104fb078-b56e-443f-938a-4ef598e78f75,Watership Down,Adventure|Animation|Children|Drama|Fantasy
e6e100b7-5393-40a9-91d3-691f15092d48,"Program, The",Action|Drama
5b5df0f8-e3ee-4b64-b569-278db8d1959c,"Owl and the Pussycat, The",Comedy
f599660e-cbb2-43b8-a404-0e38c92a8600,"Captain Newman, M.D.",Comedy|Drama|War
08ddc9c6-162e-42f4-bc66-acdb067bd726,Albatross,Drama
31fe1ffe-8ab6-48da-93b5-0f7975b90829,"Reluctant Saint, The",Comedy|Drama
1097b8bd-b274-4922-b804-da1090a636c2,Spare Parts,Children|Drama
6b997cee-8c2f-4aee-ba0f-af8286a86a9a,I Could Never Be Your Woman,Comedy|Romance
48f9d5a3-439d-440d-85c9-7d394a9967b6,"Man Who Knew Too Much, The",Drama|Thriller
ebf32e80-8609-41df-8d1a-c17becfdef19,Desert Bloom,Drama
a71ac0d8-4a9d-4fd5-b45d-048477e47608,Purpose,Drama
60a822ae-001a-44b7-83b1-eafc7f82cb42,Deception,Drama|Film-Noir|Thriller
69a1c0d0-b3e9-4bfb-90dc-647448b5b1e8,Fay Grim,Action|Thriller
ab1ec233-d443-4042-8b9a-008930e64882,"Last Lovecraft: Relic of Cthulhu, The",Comedy|Horror
5f7a79af-9f64-4d62-84a9-78743b5f8ea8,"Lifeguard, The",Comedy|Drama
af8e1944-00b8-4aee-a2d5-cbab62e97c1b,Popular Music (Populärmusik från Vittula),Comedy|Drama
957e00c7-171f-4ea6-8194-d2892c5c9403,Semper Fi,Action|Drama
cfa2ef14-20e6-4d8c-8299-ff2be01b46d4,Dr. Dolittle: Tail to the Chief,Children|Comedy|Fantasy
f48b4c5a-368b-43ac-9cf2-4c85dcc4f4a3,"Great Ecstasy of Robert Carmichael, The",Drama|Horror
be9002ae-e01e-4b6a-9128-0e0560ff6f11,"Substitute, The",Drama|Thriller
0ef727cd-73c2-47b2-acb2-8423e895e51f,Het Vonnis,Crime|Drama
6414481f-8d79-454b-9404-ca01d925a2dd,Plan 9 from Outer Space,Horror|Sci-Fi
e02f2657-6fad-4b9b-babc-239eb1b82988,Unleashed (Danny the Dog),Action|Crime|Drama|Thriller
2351e813-fde2-4676-8c8c-b1c3ff34509a,External Affairs,Drama
4dcef2d0-2244-4ef0-a3c4-b753805f9b17,Bright Leaves,Documentary
1be105b7-13df-4c05-954a-04b7c13dbbfd,Naked Harbour (Vuosaari),Drama
23172e4f-5809-4e5c-acb2-97402b155cfa,Great Directors,Documentary
d98f8df4-b658-4f7c-98a1-550d6570a203,Superpower,Documentary
c0dcddc7-ffde-46d5-ab31-41d86d269d02,Saving Face,Comedy|Drama|Romance
114abc7d-00eb-436e-89af-62c45504f12f,"Seafarers, The",Documentary
cee43d84-4a70-49ca-90aa-22633ad80c9a,Uuno in Spain,Comedy
8943fa2f-4ce2-4b76-99a3-a17d80a38e32,Walk the Line,Drama|Musical|Romance
